customer_key,customer_id,gender,senior_citizen,has_partner,has_dependents
1820,1195-OIYEJ,Male,0,0,0
1821,5906-CVLHP,Female,0,1,0
1822,4501-EQDRN,Female,0,0,0
1823,2990-HWIML,Female,0,0,0
1824,7384-GHBPI,Male,0,1,0
1825,7603-USHJS,Male,0,0,1
1826,7234-FECYN,Female,1,0,0
1827,5876-HZVZM,Female,0,1,1
1828,1400-MMYXY,Male,1,1,0
1829,3085-QUOZK,Female,0,0,0
1830,3926-CUQZX,Male,0,0,0
1831,1041-RXHRA,Female,0,0,0
1832,1750-CSKKM,Male,0,0,1
1833,7142-HVGBG,Male,1,1,0
1834,8267-ZNYVZ,Female,0,1,0
1835,6457-GIRWB,Male,0,0,0
1836,1450-SKCVI,Female,0,0,0
1837,5570-PTWEH,Female,0,1,0
1838,6502-MJQAE,Male,0,0,0
1839,7693-LCKZL,Male,0,1,1
1840,0032-PGELS,Female,0,1,1
1841,6797-LNAQX,Male,0,1,0
1842,6394-MFYNG,Female,0,0,0
1843,1564-NTYXF,Female,1,0,0
1844,8155-IBNHG,Female,0,1,0
1845,0886-QGENL,Female,1,1,0
1846,8739-WWKDU,Male,1,0,0
1847,8685-WHQPW,Female,1,0,0
1848,4745-LSPLO,Male,0,0,0
1849,8083-YTZES,Male,0,0,0
1850,7240-FQLHE,Female,1,1,0
1851,6664-FPDAC,Female,1,0,0
1852,0786-VSSUD,Male,1,0,0
1853,3976-BWUCK,Female,0,1,0
1854,3585-ISXZP,Female,0,0,0
1855,6583-QGCSI,Female,1,1,0
1856,4174-LPGTI,Female,0,1,0
1857,2108-XWMPY,Male,0,0,0
1858,6304-IJFSQ,Male,0,0,0
1859,0093-XWZFY,Male,0,0,0
1860,1980-KXVPM,Female,1,0,0
1861,7703-ZEKEF,Male,0,0,0
1862,0723-DRCLG,Female,1,1,0
1863,5482-NUPNA,Female,0,0,0
1864,1122-JWTJW,Male,0,1,1
1865,1699-HPSBG,Male,0,0,0
1866,8775-CEBBJ,Female,0,0,0
1867,6894-LFHLY,Male,1,0,0
1868,0639-TSIQW,Female,0,0,0
1869,8361-LTMKD,Male,1,1,0
1870,7590-VHVEG,Female,0,1,0
1871,5575-GNVDE,Male,0,0,0
1872,7795-CFOCW,Male,0,0,0
1873,1452-KIOVK,Male,0,0,1
1874,6713-OKOMC,Female,0,0,0
1875,6388-TABGU,Male,0,0,0
1876,9763-GRSKD,Male,0,1,1
1877,7469-LKBCI,Male,0,0,0
1878,8091-TTVAX,Male,0,1,0
1879,5129-JLPIS,Male,0,0,0
1880,3655-SNQYZ,Female,0,1,0
1881,8191-XWSZG,Female,0,0,0
1882,9959-WOFKT,Male,0,0,0
1883,4183-MYFRB,Female,0,0,0
1884,1680-VDCWW,Male,0,1,0
1885,3638-WEABW,Female,0,1,0
1886,6322-HRPFA,Male,0,1,1
1887,6865-JZNKO,Female,0,0,0
1888,5248-YGIJN,Male,0,1,0
1889,3841-NFECX,Female,1,1,0
1890,4929-XIHVW,Male,1,1,0
1891,6827-IEAUQ,Female,0,1,0
1892,7310-EGVHZ,Male,0,0,0
1893,3413-BMNZE,Male,1,0,0
1894,6234-RAAPL,Female,0,1,0
1895,6572-ADKRS,Female,0,0,0
1896,8865-TNMNX,Male,0,1,0
1897,9489-DEDVP,Female,0,1,0
1898,9867-JCZSP,Female,0,1,0
1899,4671-VJLCL,Female,0,0,0
1900,4080-IIARD,Female,0,1,0
1901,3714-NTNFO,Female,0,0,0
1902,5948-UJZLF,Male,0,0,0
1903,7639-LIAYI,Male,0,0,0
1904,2954-PIBKO,Female,0,1,0
1905,8012-SOUDQ,Female,1,0,0
1906,6575-SUVOI,Female,1,1,0
1907,4667-QONEA,Female,1,1,0
1908,8769-KKTPH,Female,0,1,0
1909,5067-XJQFU,Male,1,1,0
1910,3957-SQXML,Female,0,1,0
1911,5954-BDFSG,Female,0,0,0
1912,0434-CSFON,Female,0,1,0
1913,1215-FIGMP,Male,0,0,0
1914,0526-SXDJP,Male,0,1,0
1915,0557-ASKVU,Female,0,1,0
1916,5122-CYFXA,Female,0,0,0
1917,8627-ZYGSZ,Male,0,1,0
1918,3410-YOQBQ,Female,0,0,0
1919,3170-NMYVV,Female,0,1,0
1920,7410-OIEDU,Male,0,0,0
1921,2273-QCKXA,Male,0,0,0
1922,0731-EBJQB,Female,0,1,0
1923,1891-QRQSA,Male,1,1,0
1924,8028-PNXHQ,Male,0,1,0
1925,5630-AHZIL,Female,0,0,1
1926,2673-CXQEU,Female,1,0,0
1927,6416-JNVRK,Female,0,0,0
1928,5590-ZSKRV,Female,0,1,1
1929,0191-ZHSKZ,Male,1,0,0
1930,3887-PBQAO,Female,0,1,0
1931,8108-UXRQN,Female,0,1,1
1932,9919-YLNNG,Female,0,0,0
1933,0318-ZOPWS,Female,0,1,0
1934,4445-ZJNMU,Male,0,0,0
1935,4808-YNLEU,Female,0,1,0
1936,1862-QRWPE,Female,0,1,0
1937,2796-NNUFI,Female,0,1,0
1938,3016-KSVCP,Male,0,1,0
1939,4767-HZZHQ,Male,0,1,1
1940,2424-WVHPL,Male,1,0,0
1941,7233-PAHHL,Male,0,1,0
1942,6067-NGCEU,Female,0,0,0
1943,9848-JQJTX,Male,0,0,0
1944,9803-FTJCG,Male,0,1,0
1945,3212-KXOCR,Male,0,0,0
1946,6380-ARCEH,Male,0,0,0
1947,3679-XASPY,Female,0,1,1
1948,7123-WQUHX,Male,0,0,0
1949,5386-THSLQ,Female,1,1,0
1950,6180-YBIQI,Male,0,0,0
1951,6728-DKUCO,Female,0,1,0
1952,9750-BOOHV,Female,0,0,0
1953,8597-CWYHH,Male,0,0,0
1954,2848-YXSMW,Male,0,1,0
1955,4549-ZDQYY,Female,0,0,0
1956,5712-AHQNN,Female,0,0,0
1957,5256-SKJGO,Female,0,1,0
1958,3071-VBYPO,Male,0,1,1
1959,9560-BBZXK,Female,0,0,0
1960,8402-OOOHJ,Female,0,0,0
1961,9445-ZUEQE,Male,0,1,1
1962,1091-SOZGA,Female,0,1,0
1963,2928-HLDBA,Female,0,0,0
1964,6497-TILVL,Female,0,1,1
1965,7219-TLZHO,Female,0,1,1
1966,4622-YNKIJ,Male,0,0,0
1967,6734-PSBAW,Male,0,1,0
1968,3930-ZGWVE,Male,0,0,0
1969,2639-UGMAZ,Male,1,0,0
1970,2876-GZYZC,Female,0,0,0
1971,8587-XYZSF,Male,0,0,0
1972,7799-LGRDP,Female,0,0,0
1973,7850-VWJUU,Female,0,0,0
1974,3774-VBNXY,Female,0,1,0
1975,6217-KDYWC,Male,0,0,0
1976,3146-MSEGF,Female,1,1,0
1977,1095-WGNGG,Female,0,1,0
1978,2636-SJDOU,Male,0,0,0
1979,1131-QQZEB,Male,1,1,0
1980,5716-EZXZN,Female,0,1,0
1981,6837-BJYDQ,Male,0,0,0
1982,6440-DKQGE,Male,0,0,0
1983,3466-BYAVD,Male,0,1,1
1984,3780-YVMFA,Female,0,1,1
1985,1679-JRFBR,Female,0,1,0
1986,9073-ZZIAY,Male,0,1,0
1987,3077-RSNTJ,Female,0,1,1
1988,6551-GNYDG,Female,0,1,1
1989,9167-APMXZ,Female,0,0,0
1990,2749-CTKAJ,Male,0,1,0
1991,6371-NZYEG,Male,0,1,0
1992,7554-NEWDD,Male,0,0,0
1993,8992-VONJD,Female,0,0,1
1994,4482-EWFMI,Female,0,0,0
1995,4648-YPBTM,Male,0,0,0
1996,2907-ILJBN,Female,0,1,0
1997,6345-FZOQH,Male,0,1,0
1998,5997-OPVFA,Male,0,1,0
1999,1159-WFSGR,Female,0,1,1
2000,7654-YWJUF,Male,0,1,0
2001,6727-IOTLZ,Male,0,1,0
2002,5918-VUKWP,Female,0,0,0
2003,1744-JHKYS,Female,0,1,0
2004,5947-SGKCL,Female,0,1,1
2005,3712-PKXZA,Male,0,1,0
2006,6582-OIVSP,Female,0,0,0
2007,5524-KHNJP,Male,0,1,0
2008,4827-USJHP,Male,0,0,0
2009,8167-GJLRN,Male,0,0,0
2010,0956-SYCWG,Female,0,0,0
2011,8017-UVSZU,Female,0,1,0
2012,7100-FQPRV,Male,0,1,0
2013,2984-RGEYA,Female,0,1,0
2014,9680-NIAUV,Female,0,1,0
2015,2146-EGVDT,Male,0,1,0
2016,2604-IJPDU,Female,0,1,0
2017,9178-JHUVJ,Male,0,1,1
2018,6168-YBYNP,Male,0,0,0
2019,7255-SSFBC,Male,0,1,1
2020,3645-DEYGF,Male,0,0,1
2021,9323-HGFWY,Female,0,1,0
2022,8544-GOQSH,Female,0,0,0
2023,3363-DTIVD,Male,0,1,1
2024,7018-WBJNK,Male,0,0,1
2025,9142-KZXOP,Male,0,0,0
2026,7674-YTAFD,Female,0,0,0
2027,6348-SNFUS,Male,0,1,0
2028,1347-KTTTA,Male,0,1,0
2029,4195-NZGTA,Female,0,0,0
2030,7157-SMCFK,Male,0,0,1
2031,4709-LKHYG,Female,0,1,0
2032,2504-DSHIH,Male,1,1,0
2033,0699-NDKJM,Female,0,1,0
2034,9286-BHDQG,Male,0,1,0
2035,0230-WEQUW,Male,0,1,0
2036,2040-LDIWQ,Male,0,1,0
2037,6496-JDSSB,Female,0,0,0
2038,4443-EMBNA,Female,0,1,0
2039,6469-MRVET,Male,0,1,0
2040,5961-VUSRV,Female,0,0,0
2041,6778-JFCMK,Male,0,0,0
2042,6341-JVQGF,Female,0,1,0
2043,4811-JBUVU,Male,0,0,0
2044,0945-TSONX,Female,0,1,0
2045,2651-ZCBXV,Male,0,0,0
2046,3316-UWXUY,Male,0,0,0
2047,7083-MIOPC,Female,0,0,0
2048,1984-GPTEH,Female,0,0,0
2049,0621-JFHOL,Female,0,0,0
2050,9903-LYSAB,Male,0,1,0
2051,9227-UAQFT,Male,0,0,0
2052,7301-ABVAD,Female,0,0,0
2053,6614-FHDBO,Male,0,0,0
2054,7576-ASEJU,Female,0,1,0
2055,9058-HRZSV,Female,1,1,0
2056,4522-AKYLR,Female,1,0,0
2057,0221-WMXNQ,Male,1,0,0
2058,0303-UNCIP,Male,0,0,0
2059,0959-WHOKV,Male,0,0,0
2060,4075-JFPGR,Female,0,1,0
2061,3282-ZISZV,Male,0,0,0
2062,3675-YDUPJ,Male,0,0,0
2063,4111-BNXIF,Female,0,1,0
2064,7017-VFHAY,Female,0,1,1
2065,6655-LHBYW,Male,0,0,0
2066,5046-NUHWD,Female,1,1,0
2067,7529-ZDFXI,Male,1,1,0
2068,7605-BDWDC,Female,0,0,0
2069,1950-KSVVJ,Female,0,1,0
2070,0123-CRBRT,Female,0,1,0
2071,6292-TOSSS,Male,0,0,0
2072,3197-ARFOY,Female,1,0,0
2073,7014-ZZXAW,Female,0,1,0
2074,7633-MVPUY,Male,0,1,0
2075,4716-HHKQH,Male,1,1,0
2076,3179-GBRWV,Male,1,1,0
2077,8645-KWHJO,Male,0,0,0
2078,4130-MZLCC,Female,0,0,0
2079,0314-TKOSI,Female,0,0,0
2080,8229-MYEJZ,Female,0,0,0
2081,2080-SRCDE,Female,0,0,1
2082,9577-WJVCQ,Female,0,0,0
2083,6202-DYYFX,Female,0,0,0
2084,3808-HFKDE,Female,0,0,0
2085,3727-OWVYD,Male,0,0,0
2086,2294-SALNE,Male,0,1,0
2087,4847-TAJYI,Female,1,0,0
2088,1563-IWQEX,Female,0,0,0
2089,8203-XJZRC,Male,0,0,0
2090,6556-DBKZF,Female,0,1,1
2091,6851-WEFYX,Male,1,1,0
2092,2985-JUUBZ,Male,0,1,1
2093,0895-LMRSF,Male,0,0,0
2094,8266-VBFQL,Male,0,0,0
2095,8181-YHCMF,Female,0,1,0
2096,2240-HSJQD,Male,0,0,1
2097,1248-DYXUB,Male,0,1,1
2098,4115-BNPJY,Male,0,1,0
2099,3167-SNQPL,Male,1,1,1
2100,4091-TVOCN,Male,0,0,0
2101,1098-TDVUQ,Female,0,0,0
2102,7277-OZCGZ,Female,0,0,0
2103,1557-EMYVT,Female,0,0,0
2104,2799-ARNLO,Female,1,1,0
2105,5027-YOCXN,Male,0,1,0
2106,3973-SKMLN,Male,0,0,0
2107,6745-JEFZB,Male,0,1,0
2108,9880-TDQAC,Female,0,1,0
2109,8705-WZCYL,Male,0,0,0
2110,7102-JJVTX,Female,0,1,0
2111,8626-PTQGE,Male,0,0,0
2112,4983-CLMLV,Female,0,1,0
2113,5701-YVSVF,Female,1,1,0
2114,5697-GOMBF,Female,1,1,1
2115,2739-CACDQ,Female,1,0,0
2116,9385-EHGDO,Female,0,1,1
2117,9498-FIMXL,Female,0,0,0
2118,2379-GYFLQ,Male,0,0,0
2119,2088-IEBAU,Female,0,0,0
2120,7982-VCELR,Female,0,0,0
2121,6035-BXTTY,Female,1,0,0
2122,6885-PKOAM,Female,0,1,0
2123,7520-HQWJU,Female,0,1,1
2124,9639-BUJXT,Male,0,0,0
2125,5924-SNGKP,Female,0,0,0
2126,0021-IKXGC,Female,1,0,0
2127,8966-SNIZF,Female,0,1,0
2128,6243-OZGFH,Female,0,0,0
2129,4654-DLAMQ,Female,1,1,0
2130,0513-RBGPE,Male,0,1,0
2131,5160-UXJED,Male,0,0,0
2132,4115-NZRKS,Female,1,0,0
2133,3351-NGXYI,Female,1,0,0
2134,8984-EYLLL,Male,0,1,0
2135,9833-TGFHX,Male,0,1,0
2136,9294-TDIPC,Male,0,0,1
2137,5229-DTFYB,Female,0,0,0
2138,0104-PPXDV,Male,0,1,0
2139,5176-LMJXE,Female,0,0,0
2140,3583-KRKMD,Male,0,0,0
2141,9069-LGEUL,Male,0,1,0
2142,7302-ZHMHP,Female,0,0,0
2143,9571-EDEBV,Male,0,1,0
2144,3520-FJGCV,Male,0,1,1
2145,6563-VRERX,Male,0,1,0
2146,6122-EFVKN,Male,0,0,0
2147,2805-EDJPQ,Female,0,1,0
2148,6862-CQUMB,Male,0,0,0
2149,7156-MXBJE,Female,0,0,0
2150,6158-HDPXZ,Male,0,0,0
2151,2863-IMQDR,Female,0,0,0
2152,5686-CMAWK,Male,0,0,0
2153,5651-CRHKQ,Female,0,1,0
2154,8204-YJCLA,Male,1,1,0
2155,6583-SZVGP,Male,0,0,0
2156,1708-PBBOA,Female,0,0,0
2157,8782-LKFPK,Male,0,0,0
2158,5522-JBWMO,Male,0,0,1
2159,3597-MVHJT,Female,0,0,0
2160,9774-NRNAU,Male,1,1,0
2161,0224-RLWWD,Female,1,0,0
2162,9967-ATRFS,Female,0,0,0
2163,3951-NJCVI,Female,1,1,0
2164,2977-CEBSX,Female,0,0,0
2165,0177-PXBAT,Male,1,1,0
2166,2519-ERQOJ,Male,1,0,0
2167,5876-QMYLD,Female,0,1,0
2168,2277-AXSDC,Female,0,0,0
2169,9442-JTWDL,Female,0,0,0
2170,3067-SVMTC,Female,0,1,0
2171,5495-GPSRW,Male,0,0,0
2172,7606-BPHHN,Male,0,0,0
2173,4742-DRORA,Male,0,1,0
2174,0111-KLBQG,Male,1,1,1
2175,4163-NCJAK,Female,0,1,0
2176,5233-AOZUF,Female,0,1,0
2177,5973-EJGDP,Male,0,0,0
2178,1996-DBMUS,Female,1,1,0
2179,7916-VCCPB,Female,0,1,1
2180,4686-GEFRM,Male,0,1,0
2181,5249-QYHEX,Female,0,1,1
2182,2233-FAGXV,Female,0,1,1
2183,5605-IYGFG,Female,0,0,0
2184,7663-ZTEGJ,Male,0,0,0
2185,3935-TBRZZ,Male,0,1,0
2186,8111-BKVDS,Female,0,0,0
2187,2055-SIFSS,Female,1,1,0
2188,2806-MLNTI,Male,1,1,0
2189,8734-DKSTZ,Female,0,1,1
2190,4360-PNRQB,Male,0,0,0
2191,6152-ONASV,Female,0,1,0
2192,7781-HVGMK,Female,0,1,0
2193,2181-UAESM,Male,0,0,0
2194,6048-NJXHX,Male,0,1,0
2195,2320-SLKMB,Female,0,0,0
2196,4980-URKXC,Male,0,1,0
2197,4376-KFVRS,Male,0,1,0
2198,5886-VLQVU,Male,0,1,0
2199,3577-AMVUX,Male,0,0,0
2200,0771-WLCLA,Female,0,1,1
2201,5628-RKIFK,Female,1,0,0
2202,0206-TBWLC,Female,0,1,0
2203,2937-FTHUR,Female,0,0,1
2204,1910-FMXJM,Female,0,1,0
2205,0732-OCQOC,Female,0,1,0
2206,5168-MSWXT,Male,0,1,1
2207,1090-ESELR,Male,0,1,0
2208,8592-PLTMQ,Female,0,0,0
2209,5760-WRAHC,Female,1,0,0
2210,8847-GEOOQ,Male,0,1,0
2211,4785-FCIFB,Female,0,1,0
2212,8313-NDOIA,Female,0,0,0
2213,5149-CUZUJ,Male,0,1,0
2214,0942-KOWSM,Female,0,1,0
2215,4237-CLSMM,Male,0,1,0
2216,1452-VOQCH,Male,0,0,0
2217,4719-UMSIY,Male,0,0,1
2218,6614-VBEGU,Female,0,1,0
2219,1480-BKXGA,Male,1,1,0
2220,2996-XAUVF,Male,0,0,0
2221,9076-AXYIK,Male,1,1,0
2222,5968-XQIVE,Male,0,1,0
2223,8896-RAZCR,Female,0,0,0
2224,4933-IKULF,Female,1,0,0
2225,1304-BCCFO,Male,0,1,0
2226,4104-PVRPS,Male,0,1,0
2227,3780-DDGSE,Male,1,1,1
2228,4431-EDMIQ,Female,0,1,1
2229,0486-LGCCH,Male,0,1,1
2230,4612-SSVHJ,Female,1,0,0
2231,5168-MQQCA,Female,0,1,0
2232,7971-HLVXI,Male,0,1,1
2233,9094-AZPHK,Female,0,0,0
2234,3649-JPUGY,Male,0,0,0
2235,4472-LVYGI,Female,0,1,0
2236,3552-CTCYF,Male,0,1,1
2237,6778-YSNIH,Female,0,0,0
2238,5756-OZRIO,Male,1,1,0
2239,6579-JPICP,Male,0,0,0
2240,4134-BSXLX,Male,0,1,0
2241,0505-SPOOW,Female,0,1,0
2242,4374-YMUSQ,Male,0,0,0
2243,4513-CXYIX,Female,1,1,0
2244,3957-HHLMR,Female,0,1,0
2245,7803-XOCCZ,Female,0,1,1
2246,5736-YEJAX,Male,0,0,0
2247,8981-FJGLA,Male,0,0,1
2248,1135-LMECX,Female,0,0,0
2249,4332-MUOEZ,Male,1,1,0
2250,8535-SFUTN,Male,0,0,0
2251,8677-HDZEE,Female,0,0,0
2252,2475-MROZF,Male,0,0,0
2253,3482-ABPKK,Female,0,0,0
2254,6705-LXORM,Female,1,1,0
2255,7531-GQHME,Male,0,0,0
2256,5174-ITUMV,Male,0,1,1
2257,4109-CYRBD,Male,1,1,0
2258,0913-XWSCN,Male,0,1,1
2259,0750-EBAIU,Male,0,0,0
2260,8606-CIQUL,Male,1,1,1
2261,3571-DPYUH,Male,0,1,1
2262,7601-GNDYK,Male,0,1,1
2263,0356-OBMAC,Female,1,0,0
2264,8067-NIOYM,Female,0,1,1
2265,1403-GYAFU,Male,0,1,1
2266,4234-XTNEA,Male,0,0,0
2267,1297-VQDRP,Male,1,1,1
2268,5348-CAGXB,Male,0,0,0
2269,0621-HJWXJ,Female,0,1,0
2270,5844-QVTAT,Female,0,1,0
2271,8905-IAZPF,Female,0,1,0
2272,5394-MEITZ,Female,0,1,0
2273,6859-QNXIQ,Female,0,1,1
2274,2782-LFZVW,Female,0,0,0
2275,2866-IKBTM,Female,0,0,0
2276,7129-AZJDE,Male,0,1,1
2277,2560-PPCHE,Female,0,0,0
2278,4676-MQUEA,Male,1,1,0
2279,8138-EALND,Male,0,0,0
2280,3580-HYCSP,Male,0,1,1
2281,1352-HNSAW,Female,0,1,1
2282,2075-PUEPR,Male,0,1,1
2283,1982-FEBTD,Female,0,1,1
2284,5791-KAJFD,Female,0,1,0
2285,2654-VBVPB,Female,0,0,0
2286,1154-HYWWO,Male,0,0,0
2287,2501-XWWTZ,Male,0,0,0
2288,3716-UVSPD,Male,0,0,0
2289,6815-ABQFQ,Male,0,1,0
2290,7343-EOBEU,Male,0,1,0
2291,3701-SFMUH,Male,0,1,1
2292,6103-LIANB,Male,0,1,1
2293,7319-VENRZ,Male,0,0,0
2294,5846-NEQVZ,Male,0,1,0
2295,6967-QIQRV,Male,0,1,1
2296,5781-RFZRP,Male,0,1,0
2297,0308-IVGOK,Female,0,0,0
2298,7293-LSCDV,Female,0,1,1
2299,7025-WCBNE,Male,1,0,0
2300,5756-JYOJT,Female,0,0,0
2301,6030-REHUX,Female,1,1,0
2302,9548-LIGTA,Male,0,1,0
2303,5150-LJNSR,Male,0,1,1
2304,8270-RKSAP,Male,0,0,0
2305,6522-YRBXD,Male,1,1,0
2306,2640-LYMOV,Male,0,0,0
2307,1423-BMPBQ,Female,0,1,1
2308,2393-DIVAI,Female,0,0,0
2309,4568-KNYWR,Male,0,0,0
2310,8752-IMQOS,Male,0,1,0
2311,0742-LAFQK,Male,0,1,0
2312,0795-LAFGP,Male,0,1,0
2313,0619-OLYUR,Male,0,1,0
2314,5512-IDZEI,Male,0,1,0
2315,0459-SPZHJ,Male,0,1,0
2316,0215-BQKGS,Male,0,0,0
2317,9244-ZVAPM,Male,0,0,0
2318,8208-EUMTE,Male,0,0,0
2319,5172-MIGPM,Male,0,0,0
2320,1710-RCXUS,Male,0,1,0
2321,0374-FIUCA,Male,0,1,0
2322,5839-SUYVZ,Male,0,0,0
2323,5173-ZXXXL,Male,0,0,0
2324,1096-ADRUX,Female,0,1,1
2325,2001-MCUUW,Male,0,0,0
2326,2731-GJRDG,Female,0,0,0
2327,4723-BEGSG,Male,0,1,0
2328,6516-NKQBO,Male,0,1,0
2329,8672-OAUPW,Male,0,0,0
2330,8207-DMRVL,Male,0,1,1
2331,2804-ETQDK,Male,0,0,1
2332,6689-VRRTK,Female,1,0,0
2333,7138-GIRSH,Male,0,0,0
2334,9396-ZSFLL,Female,0,0,0
2335,6464-KEXXH,Male,0,0,0
2336,7134-MJPDY,Female,1,0,0
2337,5240-CAOYT,Female,0,0,0
2338,4059-IIEBK,Female,0,0,0
2339,4881-JVQOD,Male,1,1,1
2340,0516-UXRMT,Female,0,0,0
2341,4851-BQDNX,Male,0,1,1
2342,5148-HKFIR,Female,0,0,0
2343,3003-CMDUU,Female,0,1,0
2344,5016-IBERQ,Male,0,1,0
2345,6797-UCJHZ,Female,1,1,0
2346,2469-DTSGX,Female,1,0,0
2347,9931-KGHOA,Female,0,1,0
2348,1775-KWJKQ,Male,0,1,0
2349,7665-VIGUD,Male,0,0,0
2350,9411-TPQQV,Female,0,0,0
2351,7954-MLBUN,Male,0,0,0
2352,2077-DDHJK,Female,0,1,0
2353,9574-BOSMD,Male,0,1,1
2354,4908-XAXAY,Female,1,0,0
2355,8404-VLQFB,Female,0,1,1
2356,2391-IPLOP,Male,0,1,0
2357,3509-GWQGF,Male,1,0,0
2358,5845-BZZIB,Male,0,1,1
2359,1140-UKVZG,Female,0,0,0
2360,5183-SNMJQ,Male,0,0,0
2361,8100-PNJMH,Male,0,1,0
2362,7838-LAZFO,Male,0,1,0
2363,2085-JVGAD,Male,0,1,0
2364,8095-WANWK,Female,0,0,0
2365,3030-ZKIWL,Male,0,0,0
2366,9565-FLVCG,Male,0,1,0
2367,8755-OGKNA,Female,0,1,1
2368,2800-VEQXM,Female,0,0,0
2369,5533-RJFTJ,Male,0,0,0
2370,0214-JHPFW,Female,0,1,0
2371,5642-MHDQT,Female,0,1,0
2372,3088-FVYWK,Male,0,1,1
2373,9092-GDZKO,Male,0,0,0
2374,3729-OWRVL,Male,1,0,0
2375,2324-AALNO,Female,0,0,0
2376,5760-IFJOZ,Male,0,0,0
2377,2826-UWHIS,Male,0,1,0
2378,7501-IWUNG,Female,0,1,0
2379,4957-TREIR,Male,0,0,0
2380,7251-LJBQN,Female,1,0,0
2381,8040-MNRTF,Female,0,0,0
2382,1536-HBSWP,Female,0,0,0
2383,5313-FPXWG,Male,0,0,0
2384,0946-FKYTX,Male,0,0,0
2385,5076-YVXCM,Male,0,0,0
2386,8262-COGGB,Male,0,0,0
2387,6663-JOCQO,Male,0,1,0
2388,9620-QJREV,Male,0,0,0
2389,2682-KEVRP,Female,1,0,0
2390,2480-JZOSN,Female,0,1,0
2391,0078-XZMHT,Male,0,1,0
2392,9978-HYCIN,Male,1,1,1
2393,8338-QIUNR,Male,0,1,0
2394,1525-LNLOJ,Male,0,1,0
2395,9450-TRJUU,Male,0,0,0
2396,1766-GKNMI,Male,0,0,0
2397,6942-LBFDP,Female,0,0,0
2398,1456-TWCGB,Male,0,0,0
2399,7596-ZYWBB,Female,0,0,0
2400,8329-UTMVM,Male,1,0,0
2401,3014-WJKSM,Male,0,1,0
2402,3347-YJZZE,Male,0,1,1
2403,7929-DMBCV,Female,0,1,0
2404,9661-JALZV,Female,0,0,0
2405,5433-KYGHE,Female,0,0,1
2406,4312-KFRXN,Male,0,1,0
2407,5575-TPIZQ,Male,0,0,0
2408,0114-IGABW,Female,0,1,0
2409,9944-AEXBM,Male,0,0,0
2410,1853-ARAAQ,Female,0,0,0
2411,6952-OMNWB,Male,1,1,0
2412,4697-LUPSU,Male,0,1,0
2413,8434-VGEQQ,Male,0,1,0
2414,6549-YMFAW,Male,1,1,0
2415,4950-HKQTE,Female,0,0,0
2416,6786-OBWQR,Female,0,1,1
2417,2753-JMMCV,Male,0,0,0
2418,6621-YOBKI,Male,0,0,0
2419,1216-JWVUX,Male,0,1,1
2420,7564-GHCVB,Female,0,1,0
2421,1173-NOEYG,Female,0,1,0
2422,7595-EHCDL,Male,0,1,1
2423,6647-ZEDXT,Female,0,0,0
2424,2521-NPUZR,Male,0,1,0
2425,1307-TVUFB,Male,1,0,0
2426,7503-MIOGA,Female,1,1,0
2427,4381-MHQDC,Female,0,0,0
2428,6923-JHPMP,Female,0,0,0
2429,4018-PPNDW,Female,0,1,0
2430,1635-FJFCC,Female,0,0,0
2431,2499-AJYUA,Female,1,1,0
2432,6919-ELBGL,Male,1,1,0
2433,3966-HRMZA,Female,1,0,0
2434,6425-JWTDV,Male,0,1,0
2435,8405-IGQFX,Female,0,0,0
2436,8224-IVVPA,Female,0,0,0
2437,9477-LGWQI,Male,0,1,0
2438,1410-RSCMR,Male,0,1,1
2439,3115-CZMZD,Male,0,0,0
2440,0139-IVFJG,Female,0,1,0
2441,5730-DBDSI,Male,0,0,0
2442,0030-FNXPP,Female,0,0,0
2443,5684-FJVYR,Female,0,1,0
2444,4013-GUXND,Male,0,0,0
2445,1266-NZYUI,Female,0,1,0
2446,7969-FFOWG,Male,0,1,0
2447,4718-DHSMV,Female,0,0,0
2448,5175-WLYXL,Male,0,0,0
2449,7817-OMJNA,Male,0,0,0
2450,8728-SKJLR,Male,0,0,0
2451,3137-NYQQI,Male,0,1,0
2452,7706-DZNKK,Male,0,0,0
2453,8823-RLPWL,Female,0,1,0
2454,9505-SQFSW,Female,0,1,1
2455,3758-CKOQL,Female,0,1,0
2456,5676-CFLYY,Male,0,1,0
2457,7521-AFHAB,Female,0,1,1
2458,0285-INHLN,Male,0,1,1
2459,5125-CNDSP,Male,0,0,0
2460,4992-LTJNE,Male,0,1,0
2461,2202-OUTMO,Female,0,1,0
2462,0810-BDHAW,Female,0,1,0
2463,0229-LFJAF,Male,0,0,0
2464,7131-ZQZNK,Female,0,1,0
2465,3442-ZHHCC,Male,0,0,0
2466,5726-CVNYA,Female,0,1,0
2467,9871-ELEYA,Female,0,0,0
2468,4257-GAESD,Female,0,0,0
2469,5173-WXOQV,Male,0,1,0
2470,2040-OBMLJ,Male,0,0,0
2471,6286-ZHAOK,Female,0,1,1
2472,3807-XHCJH,Female,0,1,1
2473,5671-RQRLP,Female,1,1,0
2474,8859-AXJZP,Male,0,1,0
2475,3174-AKMAS,Female,0,1,0
2476,9926-PJHDQ,Female,0,1,0
2477,7382-DFJTU,Male,0,0,0
2478,2798-NYLMZ,Male,0,1,0
2479,8098-TDCBU,Female,0,1,0
2480,3551-GAEGL,Male,0,1,0
2481,4785-NKHCX,Male,1,0,0
2482,3196-NVXLZ,Female,0,0,0
