subscription_fact_key,customer_key,geography_key,plan_key,payment_method_key,tenure_cohort_key,churn_reason_key,tenure_months,monthly_charges,total_charges,is_new_customer_imputed_charges,churn_flag,churn_score,cltv,addon_service_count,avg_revenue_per_tenure_month,recency_tenure_months,frequency_addon_breadth,monetary_total_charges
1526,1526,207,2,2,1,18,1,69.65,69.65,0,1,82,4741,0,69.65,1,0,69.65
1527,1527,871,61,2,1,19,1,89.3,89.3,0,1,85,3067,2,89.3,1,2,89.3
1528,1528,583,277,2,3,19,36,87.55,3078.1,0,1,92,2558,3,85.50277777777778,36,3,3078.1
1529,1529,585,137,1,2,19,15,96.3,1426.75,0,1,72,2933,4,95.11666666666666,15,4,1426.75
1530,1530,213,66,2,1,18,5,85.2,474.8,0,1,87,4109,1,94.96000000000001,5,1,474.8
1531,1531,1069,26,2,2,18,13,35.1,446.1,0,1,79,3104,1,34.315384615384616,13,1,446.1
1532,1532,1070,14,2,1,18,5,81.3,416.3,0,1,100,3819,1,83.26,5,1,416.3
1533,1533,874,69,2,1,19,2,19.6,35.85,0,1,66,2843,0,17.925,2,0,35.85
1534,1534,1071,82,2,2,19,17,85.45,1451.6,0,1,94,3670,1,85.38823529411764,17,1,1451.6
1535,1535,1072,2,2,1,19,1,71.0,71.0,0,1,89,4207,0,71.0,1,0,71.0
1536,1536,1073,82,2,1,18,9,85.05,746.5,0,1,74,5095,1,82.94444444444444,9,1,746.5
1537,1537,1074,29,2,1,18,1,44.4,44.4,0,1,82,4067,0,44.4,1,0,44.4
1538,1538,588,2,2,1,18,1,70.3,70.3,0,1,100,4962,0,70.3,1,0,70.3
1539,1539,876,12,3,1,19,1,79.35,79.35,0,1,77,3492,1,79.35,1,1,79.35
1540,1540,590,61,3,1,19,9,90.8,809.75,0,1,70,2578,2,89.97222222222223,9,2,809.75
1541,1541,223,2,2,2,19,20,70.45,1470.95,0,1,87,4773,0,73.5475,20,0,1470.95
1542,1542,1075,138,2,6,18,70,45.25,3264.45,0,1,97,5824,2,46.635,70,2,3264.45
1543,1543,226,22,2,1,18,3,75.8,246.3,0,1,93,5475,0,82.10000000000001,3,0,246.3
1544,1544,1076,47,4,2,18,20,71.3,1389.2,0,1,98,3684,0,69.46000000000001,20,0,1389.2
1545,1545,1077,2,2,2,19,21,69.1,1474.75,0,1,67,3853,0,70.22619047619048,21,0,1474.75
1546,1546,230,273,2,2,20,17,88.25,1460.65,0,1,68,4041,2,85.92058823529412,17,2,1460.65
1547,1547,1078,47,3,1,2,2,70.0,153.05,0,1,81,2928,0,76.525,2,0,153.05
1548,1548,880,15,2,2,2,21,97.35,2119.5,0,1,89,4321,2,100.92857142857143,21,2,2119.5
1549,1549,1079,306,3,1,2,5,25.9,135.0,0,1,83,2102,0,27.0,5,0,135.0
1550,1550,234,238,3,2,3,24,55.65,1400.55,0,1,97,4126,1,58.356249999999996,24,1,1400.55
1551,1551,1080,2,2,1,4,1,69.65,69.65,0,1,77,2418,0,69.65,1,0,69.65
1552,1552,596,3,2,1,5,10,100.6,1060.2,0,1,77,4001,3,106.02000000000001,10,3,1060.2
1553,1553,1081,100,2,1,1,1,86.0,86.0,0,1,82,5359,2,86.0,1,2,86.0
1554,1554,597,92,4,5,3,53,106.95,5785.5,0,1,90,5550,4,109.16037735849056,53,4,5785.5
1555,1555,882,88,2,1,3,3,29.6,79.45,0,1,76,2734,1,26.483333333333334,3,1,79.45
1556,1556,883,367,3,4,4,46,59.9,2816.65,0,1,80,4011,5,61.231521739130436,46,5,2816.65
1557,1557,1082,15,2,5,4,49,95.6,4783.5,0,1,69,5732,2,97.62244897959184,49,2,4783.5
1558,1558,1083,391,2,1,4,11,41.6,470.6,0,1,81,3119,2,42.78181818181818,11,2,470.6
1559,1559,1084,9,4,4,5,45,100.85,4740.0,0,1,70,4898,3,105.33333333333333,45,3,4740.0
1560,1560,1085,392,3,4,5,37,40.2,1448.8,0,1,80,3627,3,39.15675675675676,37,3,1448.8
1561,1561,239,255,2,5,5,49,84.5,4254.85,0,1,85,4639,1,86.83367346938776,49,1,4254.85
1562,1562,241,14,2,2,1,14,78.95,1101.85,0,1,88,5203,1,78.70357142857142,14,1,1101.85
1563,1563,1086,8,1,1,1,1,20.2,20.2,0,1,99,5418,0,20.2,1,0,20.2
1564,1564,600,62,3,4,6,47,85.2,3969.35,0,1,72,4661,2,84.45425531914893,47,2,3969.35
1565,1565,249,19,2,2,7,13,98.0,1237.85,0,1,99,3714,4,95.21923076923076,13,4,1237.85
1566,1566,250,56,2,1,8,5,94.45,498.1,0,1,77,4580,3,99.62,5,3,498.1
1567,1567,607,5,2,1,9,3,105.0,294.45,0,1,87,5960,4,98.14999999999999,3,4,294.45
1568,1568,251,78,2,3,10,26,93.85,2381.55,0,1,86,2591,3,91.59807692307693,26,3,2381.55
1569,1569,1087,82,2,1,11,8,84.0,613.4,0,1,91,4819,1,76.675,8,1,613.4
1570,1570,610,218,2,1,12,9,48.75,442.2,0,1,97,4359,3,49.13333333333333,9,3,442.2
1571,1571,611,162,2,1,13,1,84.85,84.85,0,1,77,3086,2,84.85,1,2,84.85
1572,1572,890,261,1,1,14,12,56.65,654.85,0,1,90,3043,2,54.57083333333333,12,2,654.85
1573,1573,612,393,4,4,6,42,73.9,3160.55,0,1,71,2774,5,75.25119047619049,42,5,3160.55
1574,1574,613,322,1,3,7,33,24.5,740.3,0,1,77,5194,0,22.433333333333334,33,0,740.3
1575,1575,257,156,2,3,8,31,89.9,2806.9,0,1,85,2031,2,90.54516129032258,31,2,2806.9
1576,1576,258,38,2,2,9,18,78.55,1422.65,0,1,84,3521,1,79.03611111111111,18,1,1422.65
1577,1577,618,394,2,4,10,42,99.45,4138.05,0,1,96,4624,4,98.525,42,4,4138.05
1578,1578,892,36,3,1,15,4,25.2,102.5,0,1,72,4694,0,25.625,4,0,102.5
1579,1579,1088,395,1,1,15,12,74.05,872.65,0,1,94,4149,3,72.72083333333333,12,3,872.65
1580,1580,619,396,4,2,15,15,55.0,757.1,0,1,94,3167,1,50.473333333333336,15,1,757.1
1581,1581,893,397,2,1,16,7,89.75,608.8,0,1,90,3807,3,86.97142857142856,7,3,608.8
1582,1582,265,82,2,2,17,14,85.15,1139.2,0,1,100,4550,1,81.37142857142858,14,1,1139.2
1583,1583,1089,15,2,1,3,3,94.6,279.55,0,1,87,3019,2,93.18333333333334,3,2,279.55
1584,1584,1090,203,2,2,4,16,94.25,1483.25,0,1,73,2827,3,92.703125,16,3,1483.25
1585,1585,627,398,4,6,5,65,72.45,4653.85,0,1,68,4415,4,71.59769230769231,65,4,4653.85
1586,1586,628,185,2,4,1,42,105.2,4400.75,0,1,89,2317,4,104.7797619047619,42,4,4400.75
1587,1587,1091,66,2,1,3,6,82.85,460.25,0,1,78,4458,1,76.70833333333333,6,1,460.25
1588,1588,273,5,2,5,3,53,103.85,5485.5,0,1,87,5860,4,103.5,53,4,5485.5
1589,1589,275,100,2,1,4,5,83.6,404.2,0,1,93,4565,2,80.84,5,2,404.2
1590,1590,1092,219,2,6,4,68,108.45,7176.55,0,1,65,4454,5,105.53750000000001,68,5,7176.55
1591,1591,280,68,4,1,4,3,91.5,242.95,0,1,76,5646,2,80.98333333333333,3,2,242.95
1592,1592,1093,399,3,1,5,12,80.85,866.45,0,1,87,4306,2,72.20416666666667,12,2,866.45
1593,1593,1094,218,3,4,5,43,49.05,2076.2,0,1,92,4044,3,48.283720930232555,43,3,2076.2
1594,1594,1095,5,2,6,5,68,105.3,7299.65,0,1,79,6284,4,107.34779411764706,68,4,7299.65
1595,1595,284,141,2,3,1,25,88.95,2291.2,0,1,100,3878,2,91.648,25,2,2291.2
1596,1596,1096,300,2,6,1,66,110.85,7491.75,0,1,74,4281,5,113.51136363636364,66,5,7491.75
1597,1597,900,383,3,6,6,70,114.2,7723.9,0,1,73,5947,6,110.34142857142857,70,6,7723.9
1598,1598,285,223,3,3,7,27,36.5,1032.0,0,1,93,4564,1,38.22222222222222,27,1,1032.0
1599,1599,1097,47,1,1,8,1,70.75,70.75,0,1,93,3963,0,70.75,1,0,70.75
1600,1600,1098,307,1,1,9,3,40.15,130.75,0,1,75,4710,2,43.583333333333336,3,2,130.75
1601,1601,902,15,2,3,10,29,94.45,2653.65,0,1,71,2233,2,91.5051724137931,29,2,2653.65
1602,1602,903,232,3,3,11,36,97.35,3457.9,0,1,86,4544,3,96.05277777777778,36,3,3457.9
1603,1603,1099,188,1,1,12,1,45.3,45.3,0,1,69,4954,2,45.3,1,2,45.3
1604,1604,1100,53,2,1,13,2,94.95,178.1,0,1,87,4493,3,89.05,2,3,178.1
1605,1605,1101,29,2,1,14,12,44.55,480.6,0,1,89,4162,0,40.050000000000004,12,0,480.6
1606,1606,641,36,2,1,6,1,23.45,23.45,0,1,90,4517,0,23.45,1,0,23.45
1607,1607,643,65,1,1,7,1,29.7,29.7,0,1,74,3383,1,29.7,1,1,29.7
1608,1608,295,171,2,5,8,59,101.1,6039.9,0,1,87,4160,3,102.37118644067796,59,3,6039.9
1609,1609,1102,160,1,1,9,3,50.65,151.3,0,1,76,2876,0,50.43333333333334,3,0,151.3
1610,1610,297,73,2,1,10,1,55.4,55.4,0,1,70,2294,1,55.4,1,1,55.4
1611,1611,1103,141,2,1,15,1,90.6,90.6,0,1,93,2905,2,90.6,1,2,90.6
1612,1612,1104,66,1,1,3,2,86.85,156.35,0,1,78,5204,1,78.175,2,1,156.35
1613,1613,298,3,3,3,4,29,99.05,2952.85,0,1,82,3179,3,101.82241379310345,29,3,2952.85
1614,1614,300,400,4,5,5,52,111.25,5916.45,0,1,90,4861,5,113.77788461538461,52,5,5916.45
1615,1615,650,292,1,1,1,2,55.1,113.35,0,1,70,4235,2,56.675,2,2,113.35
1616,1616,654,3,4,2,3,13,102.25,1359.0,0,1,66,2003,3,104.53846153846153,13,3,1359.0
1617,1617,655,56,4,2,3,19,95.9,1777.9,0,1,68,2851,3,93.57368421052632,19,3,1777.9
1618,1618,1105,401,2,4,4,47,95.05,4504.55,0,1,65,5214,3,95.84148936170213,47,3,4504.55
1619,1619,308,261,4,1,4,5,53.85,259.8,0,1,74,5435,2,51.96,5,2,259.8
1620,1620,309,185,2,5,4,52,104.2,5568.35,0,1,68,5648,4,107.08365384615385,52,4,5568.35
1621,1621,1106,160,2,4,5,42,50.25,2203.65,0,1,97,4873,0,52.46785714285714,42,0,2203.65
1622,1622,1107,19,2,3,5,25,99.5,2369.05,0,1,90,5932,4,94.762,25,4,2369.05
1623,1623,918,47,2,1,5,9,71.0,672.55,0,1,81,2236,0,74.72777777777777,9,0,672.55
1624,1624,1108,37,4,2,1,16,93.2,1573.7,0,1,75,5497,3,98.35625,16,3,1573.7
1625,1625,920,8,1,1,1,5,19.35,126.05,0,1,97,3864,0,25.21,5,0,126.05
1626,1626,1109,8,1,1,6,3,19.85,64.55,0,1,93,2158,0,21.516666666666666,3,0,64.55
1627,1627,314,4,2,3,7,31,104.2,3243.45,0,1,68,5000,4,104.62741935483871,31,4,3243.45
1628,1628,1110,64,2,1,8,1,79.25,79.25,0,1,83,5533,1,79.25,1,1,79.25
1629,1629,921,29,3,1,9,1,44.9,44.9,0,1,76,2632,0,44.9,1,0,44.9
1630,1630,922,2,2,1,10,10,70.1,659.65,0,1,92,2457,0,65.965,10,0,659.65
1631,1631,318,256,2,1,11,4,29.65,118.5,0,1,71,4207,1,29.625,4,1,118.5
1632,1632,923,14,2,4,12,43,77.85,3365.85,0,1,100,5107,1,78.27558139534884,43,1,3365.85
1633,1633,661,72,2,1,13,4,54.3,195.3,0,1,87,5834,1,48.825,4,1,195.3
1634,1634,319,15,3,1,14,11,95.15,997.65,0,1,71,4074,2,90.69545454545454,11,2,997.65
1635,1635,1111,319,4,4,6,47,110.85,5275.8,0,1,97,3344,5,112.25106382978724,47,5,5275.8
1636,1636,926,38,2,1,7,1,80.5,80.5,0,1,85,2734,1,80.5,1,1,80.5
1637,1637,664,22,3,1,8,4,72.2,305.55,0,1,89,5668,0,76.3875,4,0,305.55
1638,1638,665,40,1,2,9,17,51.5,900.5,0,1,94,5659,1,52.970588235294116,17,1,900.5
1639,1639,325,61,1,4,10,43,89.55,3856.75,0,1,73,3802,2,89.69186046511628,43,2,3856.75
1640,1640,1112,402,1,2,15,21,77.5,1625.0,0,1,74,5353,4,77.38095238095238,21,4,1625.0
1641,1641,328,232,3,4,18,42,95.25,3959.35,0,1,89,2075,3,94.2702380952381,42,3,3959.35
1642,1642,329,363,2,4,19,46,85.0,3969.4,0,1,71,2097,2,86.29130434782608,46,2,3969.4
1643,1643,331,236,2,1,19,5,85.75,470.95,0,1,71,3608,2,94.19,5,2,470.95
1644,1644,332,9,2,1,19,6,98.25,560.6,0,1,83,3330,3,93.43333333333334,6,3,560.6
1645,1645,333,36,1,1,18,1,25.7,25.7,0,1,83,4095,0,25.7,1,0,25.7
1646,1646,1113,2,2,1,18,7,69.0,506.9,0,1,65,5672,0,72.41428571428571,7,0,506.9
1647,1647,1114,27,3,1,18,2,46.05,80.35,0,1,72,4662,0,40.175,2,0,80.35
1648,1648,1115,45,1,1,19,1,76.4,76.4,0,1,89,2426,1,76.4,1,1,76.4
1649,1649,1116,3,2,1,1,5,100.5,514.0,0,1,85,5180,3,102.8,5,3,514.0
1650,1650,1117,342,1,2,2,22,40.05,880.2,0,1,75,2061,2,40.00909090909091,22,2,880.2
1651,1651,932,47,2,1,2,1,69.95,69.95,0,1,79,5066,0,69.95,1,0,69.95
1652,1652,1118,15,2,1,2,1,93.3,93.3,0,1,65,2578,2,93.3,1,2,93.3
1653,1653,335,95,2,1,3,3,49.15,169.05,0,1,68,5598,1,56.35,3,1,169.05
1654,1654,1119,223,1,1,4,1,35.05,35.05,0,1,89,3706,1,35.05,1,1,35.05
1655,1655,675,45,2,1,5,1,73.0,73.0,0,1,76,4116,1,73.0,1,1,73.0
1656,1656,343,62,4,3,1,33,83.85,2716.3,0,1,79,2583,2,82.31212121212121,33,2,2716.3
1657,1657,1120,2,2,1,3,1,70.1,70.1,0,1,84,3706,0,70.1,1,0,70.1
1658,1658,1121,2,2,1,3,2,70.65,142.35,0,1,74,2189,0,71.175,2,0,142.35
1659,1659,679,8,1,1,4,2,20.35,33.2,0,1,65,5627,0,16.6,2,0,33.2
1660,1660,349,403,4,1,4,3,99.0,287.4,0,1,77,5236,4,95.8,3,4,287.4
1661,1661,1122,82,2,3,4,26,83.95,2254.2,0,1,85,5869,1,86.69999999999999,26,1,2254.2
1662,1662,1123,404,4,6,15,67,116.2,7752.3,0,1,82,4495,6,115.70597014925373,67,6,7752.3
1663,1663,350,405,3,6,5,71,93.7,6585.35,0,1,100,4296,2,92.75140845070423,71,2,6585.35
1664,1664,352,8,1,1,5,1,19.7,19.7,0,1,90,5707,0,19.7,1,0,19.7
1665,1665,355,81,2,1,1,5,75.55,413.65,0,1,79,4600,0,82.72999999999999,5,0,413.65
1666,1666,356,12,3,1,1,9,77.65,714.15,0,1,96,3847,1,79.35,9,1,714.15
1667,1667,940,230,2,3,6,26,95.0,2497.2,0,1,90,4232,3,96.04615384615384,26,3,2497.2
1668,1668,941,284,4,5,7,54,105.4,5643.4,0,1,87,4406,5,104.5074074074074,54,5,5643.4
1669,1669,1124,56,2,1,8,2,95.85,197.7,0,1,66,3790,3,98.85,2,3,197.7
1670,1670,360,14,2,1,9,1,79.15,79.15,0,1,85,4243,1,79.15,1,1,79.15
1671,1671,362,8,3,3,10,30,19.65,655.85,0,1,79,2486,0,21.861666666666668,30,0,655.85
1672,1672,363,12,2,1,11,4,79.0,303.15,0,1,69,2085,1,75.7875,4,1,303.15
1673,1673,942,406,2,2,12,17,91.85,1574.45,0,1,89,5643,3,92.61470588235295,17,3,1574.45
1674,1674,688,315,2,5,13,60,106.0,6441.4,0,1,78,5507,4,107.35666666666665,60,4,6441.4
1675,1675,366,103,1,1,14,1,49.9,49.9,0,1,72,3113,1,49.9,1,1,49.9
1676,1676,1125,23,2,2,6,13,100.35,1358.85,0,1,69,2008,3,104.52692307692307,13,3,1358.85
1677,1677,692,22,3,4,7,38,74.95,2869.85,0,1,82,5165,0,75.52236842105263,38,0,2869.85
1678,1678,693,103,4,1,8,1,49.25,49.25,0,1,84,4478,1,49.25,1,1,49.25
1679,1679,369,407,2,5,9,50,103.7,5071.05,0,1,82,5897,4,101.421,50,4,5071.05
1680,1680,371,408,2,6,10,65,89.75,5769.6,0,1,72,6110,3,88.76307692307692,65,3,5769.6
1681,1681,1126,69,1,1,15,1,20.3,20.3,0,1,67,3830,0,20.3,1,0,20.3
1682,1682,700,3,2,1,15,7,101.95,700.85,0,1,74,2016,3,100.12142857142858,7,3,700.85
1683,1683,375,15,2,1,15,2,94.0,181.7,0,1,93,5569,2,90.85,2,2,181.7
1684,1684,1127,141,4,4,16,45,89.3,4016.85,0,1,97,4880,2,89.26333333333334,45,2,4016.85
1685,1685,949,45,4,1,17,1,74.3,74.3,0,1,69,5996,1,74.3,1,1,74.3
1686,1686,376,409,1,1,3,1,44.65,44.65,0,1,66,3704,3,44.65,1,3,44.65
1687,1687,1128,363,2,2,4,13,84.05,1095.3,0,1,77,4745,2,84.25384615384615,13,2,1095.3
1688,1688,377,14,3,1,5,10,80.7,788.8,0,1,77,3492,1,78.88,10,1,788.8
1689,1689,705,9,2,1,1,4,101.7,364.55,0,1,91,2777,3,91.1375,4,3,364.55
1690,1690,1129,8,1,1,15,1,20.4,20.4,0,1,92,3663,0,20.4,1,0,20.4
1691,1691,381,315,2,4,3,41,102.6,4213.35,0,1,84,2098,4,102.76463414634148,41,4,4213.35
1692,1692,951,60,3,6,4,71,106.0,7723.7,0,1,81,4072,4,108.78450704225352,71,4,7723.7
1693,1693,952,348,1,1,4,3,55.1,154.65,0,1,97,4412,2,51.550000000000004,3,2,154.65
1694,1694,1130,380,3,6,4,69,106.5,7348.8,0,1,81,4859,4,106.50434782608696,69,4,7348.8
1695,1695,1131,156,3,3,5,32,91.05,2954.5,0,1,80,3590,2,92.328125,32,2,2954.5
1696,1696,1132,18,2,5,5,51,77.5,3807.35,0,1,96,5748,1,74.65392156862745,51,1,3807.35
1697,1697,1133,410,2,6,5,72,54.2,3937.45,0,1,66,4481,4,54.68680555555555,72,4,3937.45
1698,1698,388,2,1,1,1,6,69.25,418.4,0,1,77,5816,0,69.73333333333333,6,0,418.4
1699,1699,391,95,2,1,1,1,50.5,50.5,0,1,83,2077,1,50.5,1,1,50.5
1700,1700,1134,22,2,1,6,1,74.4,74.4,0,1,89,3429,0,74.4,1,0,74.4
1701,1701,958,411,1,3,7,31,79.45,2587.7,0,1,67,2872,4,83.47419354838709,31,4,2587.7
1702,1702,394,315,2,5,8,58,104.65,6219.6,0,1,66,5411,4,107.2344827586207,58,4,6219.6
1703,1703,1135,3,2,4,9,47,100.05,4871.05,0,1,91,5166,3,103.63936170212766,47,3,4871.05
1704,1704,1136,412,2,4,10,44,100.55,4398.15,0,1,81,3486,4,99.95795454545454,44,4,4398.15
1705,1705,722,413,2,1,11,2,95.65,167.3,0,1,82,5332,3,83.65,2,3,167.3
1706,1706,1137,53,2,1,12,1,94.4,94.4,0,1,77,5764,3,94.4,1,3,94.4
1707,1707,724,155,4,1,13,1,55.0,55.0,0,1,98,3809,1,55.0,1,1,55.0
1708,1708,725,3,2,1,14,1,101.45,101.45,0,1,77,4390,3,101.45,1,3,101.45
1709,1709,402,414,3,1,6,5,67.95,350.3,0,1,69,3889,3,70.06,5,3,350.3
1710,1710,1138,2,2,1,7,1,69.5,69.5,0,1,91,3365,0,69.5,1,0,69.5
1711,1711,403,69,1,1,8,1,18.85,18.85,0,1,90,4132,0,18.85,1,0,18.85
1712,1712,966,2,2,1,9,1,69.2,69.2,0,1,82,4073,0,69.2,1,0,69.2
1713,1713,1139,2,2,1,10,1,69.65,69.65,0,1,67,5258,0,69.65,1,0,69.65
1714,1714,1140,99,2,4,15,40,101.85,4086.3,0,1,84,2837,3,102.1575,40,3,4086.3
1715,1715,728,35,2,1,3,1,82.3,82.3,0,1,71,4278,2,82.3,1,2,82.3
1716,1716,730,148,2,1,4,3,79.25,267.6,0,1,89,4183,1,89.2,3,1,267.6
1717,1717,1141,82,2,2,5,13,84.6,1115.2,0,1,77,2659,1,85.78461538461539,13,1,1115.2
1718,1718,1142,230,3,5,15,58,93.4,5435.6,0,1,73,5989,3,93.71724137931035,58,3,5435.6
1719,1719,968,15,2,4,3,42,94.2,4186.3,0,1,95,5458,2,99.67380952380952,42,2,4186.3
1720,1720,1143,51,2,1,3,1,25.05,25.05,0,1,95,2119,0,25.05,1,0,25.05
1721,1721,1144,36,4,3,4,29,25.1,712.85,0,1,81,2796,0,24.58103448275862,29,0,712.85
1722,1722,1145,195,2,1,4,1,48.95,48.95,0,1,65,3913,1,48.95,1,1,48.95
1723,1723,1146,27,2,1,4,1,45.3,45.3,0,1,78,5774,0,45.3,1,0,45.3
1724,1724,412,109,2,1,5,2,85.85,167.3,0,1,67,3273,2,83.65,2,2,167.3
1725,1725,1147,16,2,1,5,10,95.2,930.4,0,1,69,4922,2,93.03999999999999,10,2,930.4
1726,1726,969,274,3,5,5,49,100.6,5069.65,0,1,82,5585,3,103.46224489795918,49,3,5069.65
1727,1727,970,136,1,1,1,6,55.3,324.25,0,1,99,3878,2,54.041666666666664,6,2,324.25
1728,1728,1148,22,1,1,1,2,74.85,156.4,0,1,84,5378,0,78.2,2,0,156.4
1729,1729,417,415,3,3,6,35,102.35,3626.1,0,1,80,2473,4,103.60285714285715,35,4,3626.1
1730,1730,1149,153,4,6,7,70,115.65,7968.85,0,1,99,5563,6,113.84071428571428,70,6,7968.85
1731,1731,1150,113,2,1,8,2,79.85,152.45,0,1,91,3280,2,76.225,2,2,152.45
1732,1732,1151,22,1,2,9,15,76.0,1130.85,0,1,74,4938,0,75.39,15,0,1130.85
1733,1733,732,5,3,4,10,42,104.75,4323.45,0,1,79,2984,4,102.93928571428572,42,4,4323.45
1734,1734,733,416,2,1,11,9,74.65,703.55,0,1,90,5900,4,78.17222222222222,9,4,703.55
1735,1735,734,73,2,1,12,1,56.25,56.25,0,1,71,3065,1,56.25,1,1,56.25
1736,1736,735,4,2,2,13,21,106.1,2249.95,0,1,69,3584,4,107.14047619047618,21,4,2249.95
1737,1737,736,64,3,1,14,2,79.75,159.4,0,1,77,4038,1,79.7,2,1,159.4
1738,1738,1152,47,2,1,6,1,68.65,68.65,0,1,99,3052,0,68.65,1,0,68.65
1739,1739,421,8,3,2,7,16,20.25,327.45,0,1,83,4327,0,20.465625,16,0,327.45
1740,1740,973,9,2,2,8,14,100.2,1369.8,0,1,97,3369,3,97.84285714285714,14,3,1369.8
1741,1741,423,22,3,2,9,15,74.9,1107.25,0,1,97,2510,0,73.81666666666666,15,0,1107.25
1742,1742,743,2,2,1,10,1,70.85,70.85,0,1,72,2874,0,70.85,1,0,70.85
1743,1743,744,2,4,1,15,2,69.8,134.7,0,1,74,2320,0,67.35,2,0,134.7
1744,1744,974,417,3,5,18,55,54.55,2978.3,0,1,69,6041,4,54.150909090909096,55,4,2978.3
1745,1745,1153,366,4,1,19,7,70.75,450.8,0,1,84,2248,3,64.4,7,3,450.8
1746,1746,976,285,2,2,15,13,94.1,1215.6,0,1,75,2973,3,93.5076923076923,13,3,1215.6
1747,1747,432,65,4,1,19,3,29.7,91.7,0,1,84,2613,1,30.566666666666666,3,1,91.7
1748,1748,746,219,4,6,18,66,110.9,7432.05,0,1,93,4389,5,112.60681818181818,66,5,7432.05
1749,1749,435,4,2,4,18,38,105.0,4026.4,0,1,92,2341,4,105.9578947368421,38,4,4026.4
1750,1750,436,36,2,1,18,1,25.3,25.3,0,1,99,5421,0,25.3,1,0,25.3
1751,1751,978,418,4,2,19,22,55.15,1193.05,0,1,84,5866,2,54.22954545454545,22,2,1193.05
1752,1752,1154,69,1,1,1,1,20.1,20.1,0,1,70,4389,0,20.1,1,0,20.1
1753,1753,2,2,1,1,2,1,69.9,69.9,0,1,84,2100,0,69.9,1,0,69.9
1754,1754,4,9,2,4,2,43,101.4,4528.0,0,1,79,3370,3,105.30232558139535,43,3,4528.0
1755,1755,441,64,2,1,2,1,80.8,80.8,0,1,82,4424,1,80.8,1,1,80.8
1756,1756,747,419,3,1,3,2,62.05,118.3,0,1,96,5344,1,59.15,2,1,118.3
1757,1757,748,22,2,1,4,1,76.45,76.45,0,1,95,3763,0,76.45,1,0,76.45
1758,1758,1155,141,2,1,5,12,91.3,1094.5,0,1,94,4703,2,91.20833333333333,12,2,1094.5
1759,1759,6,56,2,1,1,6,95.75,573.75,0,1,89,5750,3,95.625,6,3,573.75
1760,1760,1156,420,2,3,3,34,62.65,2274.9,0,1,91,3918,3,66.90882352941176,34,3,2274.9
1761,1761,980,22,2,1,3,1,74.5,74.5,0,1,69,2016,0,74.5,1,0,74.5
1762,1762,9,5,4,1,4,10,102.1,1068.85,0,1,78,3596,4,106.88499999999999,10,4,1068.85
1763,1763,1157,46,2,2,4,16,50.15,762.25,0,1,69,4254,1,47.640625,16,1,762.25
1764,1764,753,66,2,1,4,7,86.5,582.5,0,1,74,3887,1,83.21428571428571,7,1,582.5
1765,1765,448,14,2,3,5,27,81.45,2122.05,0,1,83,2571,1,78.59444444444445,27,1,2122.05
1766,1766,449,2,2,1,5,1,69.15,69.15,0,1,87,4179,0,69.15,1,0,69.15
1767,1767,1158,64,2,1,5,9,79.55,723.4,0,1,81,3246,1,80.37777777777778,9,1,723.4
1768,1768,1159,421,1,4,1,48,95.5,4627.85,0,1,97,2459,4,96.41354166666667,48,4,4627.85
1769,1769,1160,273,2,1,1,3,91.05,289.1,0,1,99,2194,2,96.36666666666667,3,2,289.1
1770,1770,453,58,2,1,6,2,79.2,172.85,0,1,67,4225,1,86.425,2,1,172.85
1771,1771,22,188,2,1,7,2,45.25,85.5,0,1,74,4566,2,42.75,2,2,85.5
1772,1772,1161,22,2,2,8,14,74.3,1096.25,0,1,71,5342,0,78.30357142857143,14,0,1096.25
1773,1773,989,22,4,1,9,3,74.1,228.0,0,1,69,5657,0,76.0,3,0,228.0
1774,1774,1162,71,2,5,10,57,100.6,5746.15,0,1,74,5247,3,100.80964912280702,57,3,5746.15
1775,1775,26,81,1,1,11,3,75.0,209.1,0,1,88,3190,0,69.7,3,0,209.1
1776,1776,1163,422,4,6,12,64,70.2,4481.0,0,1,89,6080,4,70.015625,64,4,4481.0
1777,1777,457,47,2,1,13,2,70.75,154.85,0,1,96,4407,0,77.425,2,0,154.85
1778,1778,30,40,3,1,14,12,50.25,593.75,0,1,67,3624,1,49.479166666666664,12,1,593.75
1779,1779,461,96,4,4,6,40,79.2,3233.85,0,1,94,3207,2,80.84625,40,2,3233.85
1780,1780,32,56,2,1,7,12,96.0,1062.1,0,1,89,5239,3,88.50833333333333,12,3,1062.1
1781,1781,1164,106,2,5,8,54,100.1,5440.9,0,1,75,5763,3,100.7574074074074,54,3,5440.9
1782,1782,462,252,1,1,9,4,56.5,235.1,0,1,99,5758,2,58.775,4,2,235.1
1783,1783,1165,109,2,1,10,1,85.0,85.0,0,1,93,2650,2,85.0,1,2,85.0
1784,1784,993,423,2,5,15,51,59.3,3014.65,0,1,95,5633,5,59.11078431372549,51,5,3014.65
1785,1785,1166,46,2,1,15,4,49.4,184.4,0,1,84,4455,1,46.1,4,1,184.4
1786,1786,769,41,1,3,15,35,55.0,2010.55,0,1,100,2220,1,57.44428571428571,35,1,2010.55
1787,1787,465,2,2,1,16,1,69.2,69.2,0,1,81,2637,0,69.2,1,0,69.2
1788,1788,995,424,1,4,17,38,62.3,2354.8,0,1,83,3818,3,61.968421052631584,38,3,2354.8
1789,1789,1167,15,2,4,3,37,92.5,3473.4,0,1,95,4127,2,93.87567567567568,37,2,3473.4
