customer_id,country,state,city,zip_code,latitude,longitude,gender,senior_citizen,has_partner,has_dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_flag,churn_score,cltv,churn_reason,total_charges_raw,is_new_customer_imputed_charges,senior_citizen_bool,has_partner_bool,has_dependents_bool,phone_service_bool,paperless_billing_bool,churn_label_bool,tenure_cohort,addon_service_count,has_internet,has_phone_and_internet,is_streaming_bundle,monetary_total_charges,monetary_monthly_run_rate,frequency_addon_breadth,recency_tenure_months,avg_revenue_per_tenure_month,contract_based_risk_tier,is_california_dataset
8040-MNRTF,United States,California,Taft,93268,35.184837,-119.402525,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,No,0,64,3029,Not Applicable - Active Customer,71.1,False,False,False,False,True,False,False,0-12 mo,0,True,True,False,71.1,71.1,0,1,71.1,High,True
1536-HBSWP,United States,California,Terra Bella,93270,35.939068,-119.043666,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0,56,4667,Not Applicable - Active Customer,49.9,False,False,False,False,True,True,False,0-12 mo,1,True,True,False,49.9,49.9,1,1,49.9,High,True
5313-FPXWG,United States,California,Three Rivers,93271,36.413433,-118.854708,Male,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,No,0,75,4886,Not Applicable - Active Customer,1266.4,False,False,False,False,True,True,False,49-60 mo,0,False,False,False,1266.4,24.6,0,51,24.83137254901961,Medium,True
0946-FKYTX,United States,California,Tulare,93274,36.185471,-119.375243,Male,No,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,No,0,51,6290,Not Applicable - Active Customer,1623.4,False,False,False,False,False,False,False,49-60 mo,1,True,False,False,1623.4,30.1,1,52,31.21923076923077,Medium,True
5076-YVXCM,United States,California,Tupman,93276,35.316263,-119.402559,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,No,0,65,4191,Not Applicable - Active Customer,4149.45,False,False,False,False,True,False,False,49-60 mo,1,True,True,False,4149.45,83.4,1,51,81.36176470588235,High,True
8262-COGGB,United States,California,Visalia,93277,36.303793,-119.375646,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No,0,48,5384,Not Applicable - Active Customer,20.45,False,False,False,False,True,True,False,0-12 mo,0,False,False,False,20.45,20.45,0,1,20.45,High,True
6663-JOCQO,United States,California,Wasco,93280,35.652242,-119.4464,Male,No,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,No,0,43,4258,Not Applicable - Active Customer,2344.5,False,False,True,False,True,True,False,25-36 mo,4,True,True,False,2344.5,75.25,4,31,75.62903225806451,Medium,True
9620-QJREV,United States,California,Weldon,93283,35.55647,-118.244914,Male,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.55,1013.05,No,0,56,3313,Not Applicable - Active Customer,1013.05,False,False,False,False,True,False,False,37-48 mo,0,False,False,False,1013.05,20.55,0,47,21.554255319148936,Medium,True
2682-KEVRP,United States,California,Woodlake,93286,36.464635,-119.094348,Female,Yes,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417.0,No,0,21,4327,Not Applicable - Active Customer,417,False,True,False,False,True,True,False,13-24 mo,0,False,False,False,417.0,20.05,0,22,18.954545454545453,Medium,True
2480-JZOSN,United States,California,Woody,93287,35.710244,-118.881679,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,No,0,59,4517,Not Applicable - Active Customer,20.65,False,False,True,False,True,True,False,0-12 mo,0,False,False,False,20.65,20.65,0,1,20.65,High,True
0078-XZMHT,United States,California,Visalia,93291,36.391777,-119.372842,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2,No,0,76,6322,Not Applicable - Active Customer,6316.2,False,False,True,False,True,True,False,61-72 mo,5,True,True,True,6316.2,85.15,5,72,87.725,Low,True
9978-HYCIN,United States,California,Bakersfield,93301,35.383937,-119.020428,Male,Yes,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,No,0,68,3384,Not Applicable - Active Customer,4018.05,False,True,True,True,True,True,False,37-48 mo,2,True,True,False,4018.05,84.95,2,47,85.4904255319149,Medium,True
8338-QIUNR,United States,California,Bakersfield,93304,35.339796,-119.023552,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,No,0,49,4397,Not Applicable - Active Customer,4811.6,False,False,True,False,True,True,False,61-72 mo,3,True,True,False,4811.6,66.5,3,72,66.82777777777778,Low,True
1525-LNLOJ,United States,California,Bakersfield,93305,35.391733,-118.984109,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No,0,60,4186,Not Applicable - Active Customer,4189.7,False,False,True,False,True,True,False,61-72 mo,2,True,True,False,4189.7,63.3,2,66,63.48030303030303,Low,True
9450-TRJUU,United States,California,Bakersfield,93306,35.449881,-118.841442,Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,No,0,65,2332,Not Applicable - Active Customer,2848.45,False,False,False,False,True,False,False,25-36 mo,1,True,True,False,2848.45,83.15,1,35,81.38428571428571,High,True
1766-GKNMI,United States,California,Bakersfield,93307,35.280113,-118.962329,Male,No,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2,No,0,69,4388,Not Applicable - Active Customer,2516.2,False,False,False,False,True,True,False,25-36 mo,1,True,True,False,2516.2,84.9,1,29,86.7655172413793,High,True
6942-LBFDP,United States,California,Bakersfield,93308,35.559617,-118.925185,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,No,0,25,5629,Not Applicable - Active Customer,33.6,False,False,False,False,True,True,False,0-12 mo,0,False,False,False,33.6,20.55,0,2,16.8,High,True
1456-TWCGB,United States,California,Bakersfield,93309,35.342891,-119.064803,Male,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,No,0,37,3272,Not Applicable - Active Customer,208.45,False,False,False,False,True,False,False,0-12 mo,1,True,True,False,208.45,49.25,1,4,52.1125,High,True
7596-ZYWBB,United States,California,Bakersfield,93312,35.392599,-119.245341,Female,No,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,3739.8,No,0,75,4372,Not Applicable - Active Customer,3739.8,False,False,False,False,True,True,False,61-72 mo,3,True,True,False,3739.8,59.6,3,65,57.535384615384615,Low,True
8329-UTMVM,United States,California,Bakersfield,93313,35.140938,-119.051348,Male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No,0,31,3104,Not Applicable - Active Customer,2964,False,True,False,False,True,True,False,25-36 mo,4,True,True,True,2964.0,104.65,4,27,109.77777777777777,Medium,True
3014-WJKSM,United States,California,San Luis Obispo,93401,35.233745,-120.626442,Male,No,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No,0,40,4910,Not Applicable - Active Customer,2263.4,False,False,True,False,True,True,False,25-36 mo,1,True,True,False,2263.4,75.3,1,29,78.04827586206896,High,True
3347-YJZZE,United States,California,Los Osos,93402,35.279984,-120.824288,Male,No,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,No,0,70,4558,Not Applicable - Active Customer,2211.8,False,False,True,True,True,False,False,25-36 mo,4,True,True,True,2211.8,80.1,4,29,76.26896551724138,High,True
7929-DMBCV,United States,California,Arroyo Grande,93420,35.176236,-120.483243,Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No,0,22,4741,Not Applicable - Active Customer,1683.7,False,False,True,False,True,True,False,13-24 mo,2,True,True,False,1683.7,81.0,2,20,84.185,High,True
9661-JALZV,United States,California,Atascadero,93422,35.453912,-120.69461,Female,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.7,1519.0,No,0,54,5138,Not Applicable - Active Customer,1519,False,False,False,False,True,True,False,49-60 mo,0,False,False,False,1519.0,24.7,0,58,26.189655172413794,Low,True
5433-KYGHE,United States,California,Avila Beach,93424,35.186644,-120.728305,Female,No,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.05,No,0,33,5494,Not Applicable - Active Customer,1164.05,False,False,False,True,True,True,False,13-24 mo,2,True,True,False,1164.05,86.0,2,14,83.14642857142857,High,True
4312-KFRXN,United States,California,Bradley,93426,35.842889,-121.004862,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,No,0,30,5512,Not Applicable - Active Customer,1710.9,False,False,True,False,True,False,False,61-72 mo,0,False,False,False,1710.9,25.4,0,72,23.762500000000003,Low,True
5575-TPIZQ,United States,California,Buellton,93427,34.631362,-120.238218,Male,No,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,No,0,43,5593,Not Applicable - Active Customer,4245.55,False,False,False,False,True,True,False,37-48 mo,2,True,True,False,4245.55,89.15,2,46,92.29456521739131,High,True
0114-IGABW,United States,California,Cambria,93428,35.591387,-121.032256,Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,0,76,5224,Not Applicable - Active Customer,4145.9,False,False,True,False,False,False,False,61-72 mo,5,True,False,True,4145.9,58.25,5,71,58.39295774647887,Low,True
9944-AEXBM,United States,California,Casmalia,93429,34.866032,-120.536546,Male,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No,0,26,2383,Not Applicable - Active Customer,2664.3,False,False,False,False,True,True,False,25-36 mo,1,True,True,False,2664.3,85.65,1,32,83.259375,High,True
1853-ARAAQ,United States,California,Cayucos,93430,35.511833,-120.918713,Female,No,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No,0,48,2510,Not Applicable - Active Customer,1277.5,False,False,False,False,False,True,False,25-36 mo,3,True,False,True,1277.5,50.35,3,26,49.13461538461539,High,True
6952-OMNWB,United States,California,Creston,93432,35.480896,-120.469476,Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No,0,28,5581,Not Applicable - Active Customer,5589.3,False,True,True,False,True,True,False,61-72 mo,1,True,True,False,5589.3,80.35,1,68,82.19558823529412,High,True
4697-LUPSU,United States,California,Grover Beach,93433,35.120833,-120.61843,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,No,0,44,3866,Not Applicable - Active Customer,34.75,False,False,True,False,True,False,False,0-12 mo,0,False,False,False,34.75,20.2,0,2,17.375,Medium,True
8434-VGEQQ,United States,California,Guadalupe,93434,34.936,-120.594655,Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1305.95,No,0,36,4446,Not Applicable - Active Customer,1305.95,False,False,True,False,True,False,False,61-72 mo,0,False,False,False,1305.95,20.55,0,61,21.409016393442624,Low,True
6549-YMFAW,United States,California,Los Olivos,93441,34.70434,-120.02609,Male,Yes,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,No,0,69,2302,Not Applicable - Active Customer,204.55,False,True,True,False,True,True,False,0-12 mo,0,False,False,False,204.55,21.25,0,9,22.727777777777778,High,True
4950-HKQTE,United States,California,Morro Bay,93442,35.369553,-120.763864,Female,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,No,0,64,5676,Not Applicable - Active Customer,605.9,False,False,False,False,True,False,False,13-24 mo,0,False,False,False,605.9,26.25,0,22,27.54090909090909,Low,True
6786-OBWQR,United States,California,Nipomo,93444,35.050345,-120.489599,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,No,0,69,5109,Not Applicable - Active Customer,356.1,False,False,True,True,True,True,False,0-12 mo,1,True,True,False,356.1,80.85,1,5,71.22,High,True
2753-JMMCV,United States,California,Paso Robles,93446,35.634222,-120.728341,Male,No,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,No,0,39,4774,Not Applicable - Active Customer,4805.65,False,False,False,False,True,True,False,61-72 mo,4,True,True,False,4805.65,74.2,4,65,73.93307692307691,Low,True
6621-YOBKI,United States,California,San Ardo,93450,35.996008,-120.85305,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,No,0,76,2303,Not Applicable - Active Customer,92.75,False,False,False,False,True,False,False,0-12 mo,0,False,False,False,92.75,20.35,0,5,18.55,High,True
1216-JWVUX,United States,California,San Miguel,93451,35.886767,-120.608661,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05,No,0,33,5985,Not Applicable - Active Customer,1901.05,False,False,True,True,True,True,False,25-36 mo,1,True,True,False,1901.05,75.5,1,25,76.042,High,True
7564-GHCVB,United States,California,San Simeon,93452,35.746484,-121.223355,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,No,0,40,4689,Not Applicable - Active Customer,5730.7,False,False,True,False,True,False,False,61-72 mo,1,True,True,False,5730.7,79.05,1,72,79.59305555555555,Low,True
1173-NOEYG,United States,California,Santa Margarita,93453,35.303926,-120.256567,Female,No,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,0,67,5750,Not Applicable - Active Customer,2423.4,False,False,True,False,True,False,False,25-36 mo,2,True,True,False,2423.4,90.15,2,27,89.75555555555556,High,True
7595-EHCDL,United States,California,Santa Maria,93454,34.943523,-120.256729,Male,No,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,No,0,40,3087,Not Applicable - Active Customer,1653.45,False,False,True,True,False,False,False,25-36 mo,3,True,False,True,1653.45,50.6,3,32,51.6703125,High,True
6647-ZEDXT,United States,California,Santa Maria,93455,34.818227,-120.418784,Female,No,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,No,0,45,4983,Not Applicable - Active Customer,3327.05,False,False,False,False,True,False,False,25-36 mo,5,True,True,True,3327.05,110.45,5,30,110.90166666666667,Medium,True
2521-NPUZR,United States,California,Santa Maria,93458,34.95934,-120.490081,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,No,0,48,5025,Not Applicable - Active Customer,7085.5,False,False,True,False,True,False,False,61-72 mo,5,True,True,False,7085.5,101.0,5,70,101.22142857142858,Low,True
1307-TVUFB,United States,California,Santa Ynez,93460,34.630356,-120.032564,Male,Yes,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,No,0,79,2399,Not Applicable - Active Customer,3344.1,False,True,False,False,True,True,False,37-48 mo,1,True,True,False,3344.1,79.35,1,42,79.62142857142857,High,True
7503-MIOGA,United States,California,Shandon,93461,35.634488,-120.293534,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,No,0,56,5881,Not Applicable - Active Customer,6697.35,False,True,True,False,True,True,False,61-72 mo,6,True,True,True,6697.35,89.85,6,72,93.01875000000001,Low,True
4381-MHQDC,United States,California,Solvang,93463,34.624399,-120.137875,Female,No,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,No,0,40,3286,Not Applicable - Active Customer,2879.9,False,False,False,False,True,True,False,37-48 mo,3,True,True,False,2879.9,65.0,3,47,61.274468085106385,Low,True
6923-JHPMP,United States,California,Templeton,93465,35.536115,-120.739231,Female,No,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,67,5602,Not Applicable - Active Customer,137.1,False,False,False,False,True,True,False,0-12 mo,2,True,True,False,137.1,80.45,2,2,68.55,High,True
4018-PPNDW,United States,California,California City,93505,35.151491,-117.927597,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,No,0,21,5970,Not Applicable - Active Customer,1551.6,False,False,True,False,True,True,False,61-72 mo,0,False,False,False,1551.6,24.1,0,61,25.43606557377049,Low,True
1635-FJFCC,United States,California,Acton,93510,34.501452,-118.207862,Female,No,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,0,74,5846,Not Applicable - Active Customer,202.15,False,False,False,False,True,True,False,0-12 mo,0,True,True,False,202.15,44.05,0,5,40.43,High,True
2499-AJYUA,United States,California,Benton,93512,37.653947,-118.231443,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,No,0,80,5933,Not Applicable - Active Customer,7882.25,False,True,True,False,True,True,False,61-72 mo,5,True,True,True,7882.25,110.8,5,72,109.47569444444444,Low,True
6919-ELBGL,United States,California,Big Pine,93513,37.245505,-118.062943,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,0,61,6268,Not Applicable - Active Customer,8196.4,False,True,True,False,True,True,False,61-72 mo,6,True,True,True,8196.4,114.95,6,72,113.83888888888889,Low,True
3966-HRMZA,United States,California,Bishop,93514,37.04584,-118.397236,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,No,0,56,3545,Not Applicable - Active Customer,202.9,False,True,False,False,True,False,False,0-12 mo,1,True,True,False,202.9,75.05,1,3,67.63333333333334,High,True
6425-JWTDV,United States,California,Boron,93516,34.95703,-117.73045,Male,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,No,0,46,2282,Not Applicable - Active Customer,855.1,False,False,True,False,True,False,False,37-48 mo,0,False,False,False,855.1,19.25,0,48,17.814583333333335,Low,True
8405-IGQFX,United States,California,Bridgeport,93517,38.184583,-119.286558,Female,No,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817.0,No,0,45,4039,Not Applicable - Active Customer,5817,False,False,False,False,True,True,False,61-72 mo,3,True,True,False,5817.0,90.05,3,63,92.33333333333333,Medium,True
8224-IVVPA,United States,California,Caliente,93518,35.358953,-118.527064,Female,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No,0,79,4472,Not Applicable - Active Customer,1652.95,False,False,False,False,True,True,False,25-36 mo,2,True,True,False,1652.95,56.7,2,27,61.220370370370375,High,True
9477-LGWQI,United States,California,Darwin,93522,36.319181,-117.593053,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,No,0,70,5715,Not Applicable - Active Customer,5600.15,False,False,True,False,True,True,False,61-72 mo,5,True,True,True,5600.15,80.15,5,70,80.00214285714286,Low,True
1410-RSCMR,United States,California,Edwards,93523,34.966777,-117.961179,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No,0,30,3459,Not Applicable - Active Customer,515.75,False,False,True,True,True,True,False,0-12 mo,4,True,True,False,515.75,71.35,4,7,73.67857142857143,High,True
3115-CZMZD,United States,California,Independence,93526,36.869584,-118.189241,Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,20.25,No,0,68,5504,Not Applicable - Active Customer, ,True,False,False,False,True,False,False,0-12 mo,0,False,False,False,20.25,20.25,0,0,20.25,Low,True
0139-IVFJG,United States,California,Inyokern,93527,36.041315,-118.188235,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,0,29,5361,Not Applicable - Active Customer,190.5,False,False,True,False,True,False,False,0-12 mo,3,True,True,False,190.5,90.35,3,2,95.25,High,True
5730-DBDSI,United States,California,June Lake,93529,37.730269,-119.055813,Male,No,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,No,0,36,4601,Not Applicable - Active Customer,1253.8,False,False,False,False,True,False,False,61-72 mo,0,False,False,False,1253.8,19.7,0,66,18.996969696969696,Low,True
0030-FNXPP,United States,California,Keeler,93530,36.560498,-117.962461,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,No,0,59,5634,Not Applicable - Active Customer,57.2,False,False,False,False,True,False,False,0-12 mo,0,False,False,False,57.2,19.85,0,3,19.066666666666666,High,True
5684-FJVYR,United States,California,Lake Hughes,93532,34.659579,-118.584212,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,0,49,5794,Not Applicable - Active Customer,6563.4,False,False,True,False,True,True,False,61-72 mo,3,True,True,False,6563.4,90.35,3,72,91.15833333333333,Low,True
4013-GUXND,United States,California,Lancaster,93534,34.727529,-118.153098,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,0,38,3678,Not Applicable - Active Customer,20.8,False,False,False,False,True,False,False,0-12 mo,0,False,False,False,20.8,20.8,0,1,20.8,High,True
1266-NZYUI,United States,California,Lee Vining,93541,37.890145,-119.184087,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,0,32,6264,Not Applicable - Active Customer,4758.8,False,False,True,False,True,False,False,61-72 mo,3,True,True,False,4758.8,66.85,3,72,66.09444444444445,Low,True
7969-FFOWG,United States,California,Littlerock,93543,34.505273,-117.955054,Male,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,No,0,34,6312,Not Applicable - Active Customer,1292.6,False,False,True,False,True,False,False,61-72 mo,0,False,False,False,1292.6,19.9,0,65,19.886153846153846,Low,True
4718-DHSMV,United States,California,Llano,93544,34.500091,-117.765862,Female,No,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,0,44,2534,Not Applicable - Active Customer,363.15,False,False,False,False,False,True,False,0-12 mo,1,True,False,False,363.15,35.8,1,11,33.01363636363636,High,True
5175-WLYXL,United States,California,Lone Pine,93545,36.590415,-118.073839,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,0,75,2444,Not Applicable - Active Customer,1600.25,False,False,False,False,True,True,False,13-24 mo,1,True,True,False,1600.25,78.85,1,22,72.73863636363636,High,True
7817-OMJNA,United States,California,Mammoth Lakes,93546,37.550074,-118.837167,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,0,50,5068,Not Applicable - Active Customer,275.7,False,False,False,False,True,False,False,13-24 mo,0,False,False,False,275.7,20.4,0,14,19.692857142857143,Medium,True
8728-SKJLR,United States,California,Olancha,93549,36.296851,-117.865469,Male,No,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No,0,78,3277,Not Applicable - Active Customer,3089.1,False,False,False,False,True,True,False,37-48 mo,1,True,True,False,3089.1,74.25,1,41,75.34390243902439,High,True
3137-NYQQI,United States,California,Palmdale,93550,34.536232,-118.082935,Male,No,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,No,0,70,3546,Not Applicable - Active Customer,1175.6,False,False,True,False,True,False,False,13-24 mo,3,True,True,False,1175.6,64.8,3,17,69.15294117647058,Medium,True
7706-DZNKK,United States,California,Palmdale,93551,34.613476,-118.256358,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,0,29,2642,Not Applicable - Active Customer,237.3,False,False,False,False,True,True,False,0-12 mo,0,False,False,False,237.3,20.45,0,11,21.572727272727274,High,True
8823-RLPWL,United States,California,Rosamond,93560,34.903052,-118.411251,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,No,0,22,4259,Not Applicable - Active Customer,8065.65,False,False,True,False,True,True,False,61-72 mo,5,True,True,True,8065.65,110.65,5,72,112.02291666666666,Low,True
9505-SQFSW,United States,California,Tehachapi,93561,35.073777,-118.652112,Female,No,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No,0,65,5651,Not Applicable - Active Customer,92.5,False,False,True,True,False,False,False,0-12 mo,2,True,False,False,92.5,40.3,2,3,30.833333333333332,High,True
